altitude,pitch
256.91529018536676,89.94329260404454
279.6642327441368,89.94072202051794
296.26035344973207,89.93895655403783
311.5978469059337,89.93807228916951
331.54895222221967,89.93651451369439
356.64030265889596,89.93393056278354
369.65915581735317,89.9321334449486
390.9211761064362,89.93016229219764
427.32996502437163,89.92690754446707
443.23619661375415,89.92513352003301
458.2553864470683,89.9235673534315
480.08783494797535,89.92111997995417
510.66718810622115,89.91657986150358
539.6395775721176,89.93820407020117
559.5154689211631,89.96299751051333
578.3752285585506,89.97938792609553
605.1330228478182,89.97049533599889
637.3004162458237,89.94904731128405
662.4990178832086,89.93224175432358
680.1707216637442,89.92276593534649
701.4220409498084,89.91237346317703
729.813624267932,89.90233449765508
767.5719203052577,89.89102927420439
790.4250511393184,89.84609199351533
810.0775926363422,89.7387683633034
839.180504367454,89.60020663630375
870.7762194578536,89.51053566852035
910.7685186349554,89.47538431627741
938.0236520122271,89.46782758969715
957.7834534546128,89.46401666331586
985.8569568849634,89.45642038017039
1020.5911699159769,89.44367989621848
1064.4787753496785,89.28152177708536
1096.493005703087,89.1081803130342
1122.5049624771345,89.0223880202968
1155.5219109634636,88.97762054324879
1198.1472758713644,88.96423777605332
1255.6087344588013,88.95755549301958
1317.0369390732376,88.94602042434764
1358.126752977958,88.77655266255238
1412.391681169509,88.46081762243178
1467.889409044059,88.35432941563231
1527.2343493197113,88.34863617417363
1564.0238834460033,88.35286201629154
1593.2854888990987,88.35490742715892
1633.6938311089762,88.29868763723113
1682.957012976054,88.02511849263479
1747.1346541546518,87.83436061893352
1786.8769601704553,87.80701009481913
1821.352043698891,87.79924767711803
1864.9802707922645,87.79619743961248
1921.0989764091792,87.69900182837613
1993.3594409738434,87.37211501304269
2036.2209438290447,87.29725889184246
2070.265908949077,87.2738992321232
2110.919808926992,87.2676633685954
2164.770486126188,87.15812355925925
2229.1261616226984,86.90967873623138
2304.4776746744756,86.79831729428315
2357.747291669366,86.7722377737411
2415.115379382507,86.76631030171653
2476.727260408923,86.64222082137424
2560.272029727348,86.24392091990212
2631.1124050432118,86.14682131649228
2681.363403692958,86.13755107916606
2743.1205577119254,86.01895370918173
2824.2474577535177,85.74746222316611
2872.8267664333107,85.66987323620374
2918.093228740967,85.64539653722183
2967.5931957365246,85.63410708242354
3033.0515900643077,85.47870171171247
3122.9293481287314,85.1492326233844
3174.399974653381,85.06660058874198
3218.3314498311374,85.04503455146278
3274.7495823760983,84.99406651364288
3352.226207422209,84.75559342315287
3443.246484233183,84.59541528113891
3497.694982597721,84.56848839624728
3544.1540908849565,84.50011713445379
3603.7992757263128,84.28336803126251
3681.3338789397385,84.05219352231995
3768.6048215081682,83.98521774732158
3817.1097657494247,83.95423655116844
3874.899452699232,83.77987560997462
3942.207215195871,83.5779382713942
4046.720061838161,83.46104336779233
4111.11583167105,83.3615578751049
4166.784093487775,83.18176331753722
4227.582785434206,83.00189285766024
4312.6106668137945,82.91014021459722
4422.694628959987,82.71766381587749
4485.632773550344,82.52292525765172
4539.292552934494,82.42235620494623
4603.187834666343,82.36901308378808
4702.5079460175475,82.20622103198933
4792.957353467238,81.92009597266166
4843.641181829036,81.8180304477567
4909.995015056804,81.76861638008734
4997.562966695637,81.63969706681452
5106.988644574885,81.27678453996056
5260.378587372135,81.13638585296884
5340.763382004923,81.03251342375607
5400.168593445909,80.76306618147694
5465.413260588422,80.5434276714892
5558.626533386763,80.4223968022408
5680.62424149923,80.20035660891178
5759.061411011382,79.98441116191856
5821.124238829128,79.89751219329378
5894.9598569609225,79.78963282443583
5992.304522464285,79.50204495283388
6113.761378336232,79.30203739345461
6177.903102410259,79.18211399197324
6260.0454881079495,78.91942973306341
6342.7408793356735,78.73173967704929
6467.789609533385,78.59231066383758
6557.829807268456,78.38654505314842
6630.280632600072,78.14036461112914
6715.260005277465,77.93956209075711
6831.344542398467,77.78074669421844
6948.272031921195,77.52311334145176
7041.155822606059,77.25940111656831
7147.009725660551,77.086012300314
7297.47402528103,76.78150050541075
7411.0800662605325,76.57146967399274
7506.231344642816,76.39813478611293
7614.583640523371,76.13169162428787
7755.592417506268,75.93120678115294
7845.782038956764,75.78584335604569
7923.368592455634,75.60388627452824
8001.211055727676,75.42949120636483
8118.452284697909,75.3008805992164
8255.967534979573,75.00002041728884
8348.086603102623,74.78560254442766
8420.714130263776,74.67779432055069
8506.832880469272,74.56853640305691
8619.926335552242,74.27740654273902
8807.384180860361,74.07846094535087
8935.456713170977,73.90674404283784
9009.937438618625,73.62355972694394
9091.467150765122,73.38831270833228
9228.000746930833,73.11037988916917
9358.477211962803,72.83568666274016
9434.364559041569,72.70651417761123
9524.387124845525,72.46506775382527
9635.690251304768,72.26529701045943
9789.66731323942,72.00725546249377
9888.232093860395,71.78932293662051
9973.080461279955,71.65789298096178
10079.62473685341,71.38224578391745
10208.195830297656,71.18803364064661
10344.783369841636,70.9045851145794
10424.279787962092,70.67174275867009
10518.628977893037,70.52754028048498
10635.357042384916,70.29214620714248
10789.598247996415,69.96989673446902
10900.502656580298,69.84668244380205
10982.231347130146,69.6343340802541
11086.74294716795,69.44899174736926
11206.872836711002,69.1844840404408
11358.085449316772,68.813439802108
11457.006801702082,68.63412807247468
11556.437197352992,68.38694763670635
11687.237044245237,68.22819807575875
11857.847432308714,67.87719536451887
11951.55627385329,67.63879216856026
12045.727667856496,67.49234850745503
12148.277357667685,67.21864467370987
12283.220729612862,67.04231717747209
12451.261823946727,66.72206798666153
12564.1325690269,66.45026521827948
12653.29354588443,66.30701257200826
12759.215828750399,66.0351721931201
12915.107404382084,65.8296521384215
13113.906294603017,65.39732178227737
13222.48276174895,65.12307018628394
13314.849170219735,64.94612424525018
13424.6018422083,64.65639479901239
13577.633127317298,64.45701193172661
13775.01787942287,64.07898887239321
13870.163455104339,63.841967199123275
14009.424475575914,63.598152215004426
14167.341125303064,63.27505479390405
14379.98689637531,62.90838423839358
14478.26302837662,62.69936205778094
14595.074096045108,62.42100384504612
14748.926710809581,61.99598033783341
14959.078265074175,61.559434083057845
15060.407537243911,61.439262951134204
15162.27644909604,61.33719589363937
15302.073221135302,61.002366751382446
15480.621752890991,60.76978209871975
15632.275479587144,60.6281229517903
15737.240653991117,60.28423621463483
15862.029267298873,59.83626194911588
16026.419509576634,59.381469244261034
16221.574547166121,59.10227243026931
16329.730203221436,58.99035652286461
16458.31132236088,58.78430408131824
16597.71504051669,58.40621587682224
16808.634207097348,57.954174570767684
16970.80493490293,57.71085846160224
17083.040337588638,57.59929202092691
17226.774789411575,57.231524544447915
17423.435510815936,56.66057842540802
17590.463018080685,56.35448040011457
17706.048439270933,56.25791953427705
17832.852430559346,55.991749990566994
18013.760149063775,55.712940413215975
18239.30257771688,55.3888268410383
18390.946655428503,54.926137523202975
18521.73977339035,54.62019655173748
18664.279540675343,54.161161880417254
18863.087431800785,53.83501466027549
19142.014675317914,53.56867329252707
19265.786324694636,53.50167233906816
19412.900679596118,53.05524778006037
19595.202395358006,52.40641240972258
19836.514995753765,51.836926858487615
19987.05824923329,51.72456867270317
20126.820925075328,51.468199542283855
20279.096509243245,51.087489191371255
20491.424028728157,50.57232410500574
20825.129786412697,49.96800095666654
21090.259061749093,49.489638517848576
21223.785931145307,49.194662045803604
21627.098897948978,47.8788260488289
21676.192928671255,47.774033316697164
21737.63199387549,47.658942954531696
21799.150712075643,47.55068371815241
21860.74900808942,47.437471512764354
21922.426904186024,47.36029965200537
22008.909982712823,47.27404917546059
22083.163729120977,47.18707466517204
22169.93983808311,47.0802866844453
22256.873965996434,46.99106798899058
22343.966999093886,46.87886872342359
22431.220944790985,46.66958654973237
22531.13487487135,46.440905941798874
22618.728290710133,46.227330506731064
22706.479892031057,46.01702549539014
22806.959799362812,45.82654667893173
22895.046770836227,45.69729802102009
22983.290758041665,45.55236049988576
23071.692339567235,45.41363015325023
23172.91547273507,45.244777865574235
23261.655830302392,45.01870871061164
23363.265651959693,44.7662275362395
23490.56333722861,44.51582031196455
23592.630951228202,44.31210544003131
23694.900469911052,44.125825189122345
23797.37182778737,43.97479567144541
23900.04725536157,43.74097920844796
23964.321974965744,43.567460359424686
24015.798044423806,43.474597686524326
24067.324130639667,43.3873919668468
24131.802861274104,43.25461550685205
24183.442473244388,43.14322921957572
24260.99560048082,43.01755941790413
24325.708620721125,42.90506946370168
24403.467146351817,42.81846272004086
24481.339130643522,42.64828224894607
24585.343608678202,42.4746131852139
24689.546808181214,42.300462646895745
24807.015757506364,42.05513303869363
24898.555024618632,41.78184942667983
25016.469134179293,41.540676630435236
25121.49130921671,41.28042138736289
25174.075755797094,41.157925315571624
25239.874456875725,41.01470121797455
25292.568439921248,40.87924280027161
25358.50420556625,40.70422786919479
25424.515019817627,40.549664329672964
25503.826032055775,40.41591213182044
25583.244082924793,40.30981817579321
25662.7701838644,40.19492434408572
25729.12418078701,40.10925629381431
25808.847783774603,39.99789715002182
25888.68069716287,39.8142920984464
25981.955914591323,39.56508493842478
26088.733311545337,39.33422980855667
26182.318107426516,39.139819908304695
26276.046876973473,38.95831679778844
26383.340568398242,38.77386115239154
26490.82270823198,38.52112545664321
26625.436119342106,38.27770113939756
26733.332878568675,38.16186056622956
26841.4153061104,38.0231865771607
26936.14060776506,37.845125014312515
26976.780489754165,37.74143063165914
27031.007797462866,37.60863232263884
27098.857447106973,37.44734783546914
27153.188910379657,37.229328031868846
27221.16669491469,37.03105985599377
27289.213959018467,36.87939108085553
27370.962464803597,36.73888333158939
27452.811511898646,36.56496927436138
27534.759896620177,36.40141806696011
27630.4910347712,36.31553838380129
27712.654647646938,36.1899341881362
27808.63952129311,36.035146094340675
27904.759973023203,35.84771432616347
27987.257302330923,35.59539268836041
28083.628886667895,35.32408288599266
28180.13232732541,35.07147354420394
28290.582985177753,34.80210219471281
28387.364964017645,34.57118872396614
28484.27392977965,34.45173652350952
28595.1849336928,34.288532004793076
28706.2637152432,34.15138256733433
28803.594201896805,34.036444809685506
28914.987904124428,33.828043920659454
29026.55014322209,33.591811023896824
29124.302053371794,33.3665812047476
29236.17292169528,33.10763625429491
29348.20723103278,32.86492342219307
29460.40086179087,32.667200541776225
29586.80997557158,32.44864421742016
29727.50273860304,32.07171829844684
29882.549568459042,31.666413049815695
29967.2417193118,31.475919046174063
30023.750553124002,31.376982651083004
30080.297621830017,31.273803095030654
30136.88253940502,31.176542646045505
30207.666430742713,31.07702649464995
30278.509243729408,30.965633641232255
30349.411581503344,30.82711932348827
30434.571803121245,30.685632895393034
30519.81554359838,30.49256438932593
30605.143692805897,30.272300506321123
30690.55455409945,30.04666415333908
30790.30279832054,29.839033597705733
30875.888798868284,29.579520609824755
30975.838524638442,29.396674804173966
31061.593343609013,29.266112190410272
31161.739096273668,29.15082770622223
31276.32248137088,29.00043825662033
31376.69680006802,28.859822798366057
31491.542459619697,28.623214484782928
31592.145240430138,28.3591134729264
31692.84962664242,28.124069498230156
31793.65615469846,27.89710659429325
31894.563462221762,27.674178912670367
31995.56948469265,27.467216066450753
32096.67491161055,27.21370766018154
32197.876665901626,26.992933757136548
32299.172077222145,26.846774383828507
32415.054661832168,26.652172114069234
32516.552957366104,26.481205982309188
32618.143451676005,26.3603473630333
32719.827056539594,26.2066137793185
32821.604809045675,25.987241132693914
32938.034165234305,25.75971499565982
33054.582408890245,25.420274424704733
33171.24420727126,25.102146194483876
33288.01471815631,24.864890513069433
